Species_Element_ID,New Code,Present,Scientific Name,Common Name,CC,CW,GRank,COSEWIC,NRANK,SARO,S_RANK,CZ,CZRESTR,ES,CK,LB,MD,EL,OX,HN,BR,NG,HM,7E4,Type,Flowering Season,NatStatus,Invasive,Family,Supplemental CC,Supplemental CW,CW Override,Reason for Override/Suppl. CW Rationalization,Tracked,CCVI,CCVI Confidence,Tallgrass
168480,HELIHIR,,Helianthus hirsutus,Hairy Sunflower,,5,G5,,NNA,,SEH,IH,,,,IH,,?,,,,,,IH,FO,,I,,Asteraceae,0,5,,,N,,,
168482,HELIMAX,,Helianthus maximiliani,Maximilian Sunflower,,5,G5,,N5,,SE3?,IR,,IH,,IX,IR,IR,,,,IR,,IR,FO,Sum,I,,Asteraceae,0,5,,,N,,,
168484,HELIMOL,,Helianthus mollis,Ashy Sunflower,,5,G4G5,,NNA,,SE1,IR,,,,,IR,IR,,,,,,,FO,,I,,Asteraceae,0,5,,,N,,,
168486,HELINUT,,Helianthus nuttallii,Nuttall's Sunflower,,-3,G5,,N5,,SE1,,,,,,,,,,,,,,FO,,I,,Asteraceae,0,-3,,,N,,,
168872,HELINUN,,Helianthus nuttallii ssp. nuttallii,Nuttall's Sunflower,,,G5T5,,N5,,SE1,,,,,,,,,,,,,,FO,,I,,Asteraceae,0,,,,N,,,
168488,HELINUR,,Helianthus nuttallii ssp. rydbergii,Rydberg's Sunflower,,,G5T5,,N4,,SE1,,,,,,,,,,,,,,FO,,I,,Asteraceae,0,,,,N,,,
168886,HELIPAU,,Helianthus pauciflorus,Stiff Sunflower,,5,G5,,N4N5,,S2S3,,,,,,,,,,,,,,FO,,N,,Asteraceae,0,5,,,P,,,
168888,HELIPAP,,Helianthus pauciflorus ssp. pauciflorus,Stiff Sunflower,,5,G5T5?,,NU,,SE,IR,,,,IH,IR,IR,,,IX,IH,,,FO,,I,,Asteraceae,0,5,,,N,,,
168890,HELIPAS,,Helianthus pauciflorus ssp. subrhomboideus,Rhombic-leaved Sunflower,,5,G5T5,,N4N5,,S2S3,R,,,,H,R,R,,,,,,IR,FO,,N,,Asteraceae,8,5,,,Y,,,Y
168492,HELIPET,,Helianthus petiolaris,Prairie Sunflower,,5,G5,,N4,,SE1,IR,,,,IH,,,,,,IR,IR,,FO,,I,,Asteraceae,0,5,,,N,,,
168494,HELIPEP,,Helianthus petiolaris ssp. petiolaris,Prairie Sunflower,,5,G5T5,,N5,,SE1,IR,,,,IH,,,,,,IR,IR,,FO,,I,,Asteraceae,0,5,,,N,,,
168496,HELISTR,,Helianthus strumosus,Pale-leaved Sunflower,7,5,G5,,N5,,S5,R,cz,R,R,R,X,R,,U,R,H,U,R,FO,,N,,Asteraceae,7,5,,,N,,,Y
168498,HELITUB,,Helianthus tuberosus,Jerusalem Artichoke,1,0,G5,,N3N4,,SU,X,,X,X,IX,X,X,,IU,IX,IU,IX,IC,FO,Sum,N,,Asteraceae,1,0,,,N,,,
168500,HELIX L,,Helianthus x laetiflorus,(Helianthus pauciflorus ssp. pauciflorus X Helianthus tuberosus),,,GNA,,NNA,,SNA,hyb,,hyb,,hyb,hyb,hyb,,hyb,,,,,FO,,I,,Asteraceae,0,,,,N,,,
168502,HELIHEL,,Heliopsis helianthoides,False Sunflower,3,3,G5,,NNR,,S4S5,R,,R,X,R,R,X,,R,R,H,R,R,FO,Sum,N,,Asteraceae,3,3,,,N,,,Y
168876,HELIHEH,,Heliopsis helianthoides var. helianthoides,False Sunflower,3,3,G5T5,,NU,,SU,R,,R,X,R,R,X,,R,R,H,R,R,FO,,N,,Asteraceae,3,3,,,N,,,Y
168874,HELIHES,,Heliopsis helianthoides var. scabra,False Sunflower,3,3,G5T5,,N5,,SU,,,,,,,,,,,,,,FO,,N,,Asteraceae,3,3,,,N,,,
1010190,HELLNIG,,Helleborus niger,Black Hellebore,,5,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Ranunculaceae,0,5,,,N,,,
168636,HELMECH,,Helminthotheca echioides,Bristly Oxtongue,,5,GNR,,NNA,,SEH,IR,,,,,,,,,,IH,IR,,FO,,I,,Asteraceae,0,5,,,N,,,
1010436,HEPAACU,,Hepatica acutiloba,Sharp-lobed Hepatica,8,5,G5,,N5,,S5,C,,U,X,R,X,C,X,C,C,U,C,C,FO,Spr,N,,Ranunculaceae,8,5,,,N,,,
1010439,HEPAAME,,Hepatica americana,Round-lobed Hepatica,6,5,G5,,N5,,S5,C,,R,X,R,X,U,X,C,C,R,C,R,FO,Spr,N,,Ranunculaceae,6,5,,,N,,,
129048,HERAMAX,,Heracleum maximum,American Cow Parsnip,3,-3,G5,,N5,,S5,U,,R,R,R,X,X,X,U,X,X,C,C,FO,,N,,Apiaceae,3,-3,,,N,,,
129052,HERASPH,,Heracleum sphondylium,Meadow Cow Parsnip,,5,GNR,,NNA,,SE1,IH,,,,,,,,,,,IH,IH,FO,,I,,Apiaceae,0,5,,,N,,,
61054,HERNGLA,,Herniaria glabra,Smooth Rupturewort,,5,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Caryophyllaceae,0,5,,,N,,,
22612,HESPCOM,,Hesperostipa comata,Needle-and-thread Grass,,5,G5,,N5,,S1,,,,,,,,,,,,,,GR,,N,,Poaceae,,5,,,Y,,,
22826,HESPCOC,,Hesperostipa comata ssp. comata,Needle-and-thread Grass,,5,G5T5,,N5,,S1,,,,,,,,,,,,,,GR,,N,,Poaceae,,5,,,Y,,,
17238,HESPCUR,,Hesperostipa curtiseta,Northern Porcupine Grass,,5,G5,,N5,,S1,,,,,,,,,,,,,,GR,,N,,Poaceae,10,5,,,Y,,,Y
22614,HESPSPA,,Hesperostipa spartea,Plains Porcupine Grass,10,5,G5,,N4N5,,S4,R,,,R,R,R,,,R,R,,,,GR,,N,,Poaceae,10,5,,,N,,,Y
30002,HETEDUB,,Heteranthera dubia,Water Stargrass,7,-5,G5,,N5,,S5,R,,R,R,X,R,,,U,,R,R,R,FO,,N,,Pontederiaceae,7,-5,,,N,,,
168504,HETEVIL,,Heterotheca villosa,Hairy Goldenaster,,5,G5,,N5,,S1,,,,,,,,,,,,,,FO,,N,,Asteraceae,,5,,,P,,,
1004557,HETEVIB,,Heterotheca villosa var. ballardii,Ballard's Goldenaster,,5,G5T5?,,NNR,,SE1,,,,,,,,,,,,,,FO,,I,,Asteraceae,0,5,,,N,,,
1004560,HETEVIM,,Heterotheca villosa var. minor,Hairy Goldenaster,,5,G5T5,,N5,,S1,,,,,,,,,,,,,,FO,,N,,Asteraceae,,5,,,Y,,,
1004563,HETEVIV,,Heterotheca villosa var. villosa,Hairy Goldenaster,,5,G5T5,,NNR,,SE1,,,,,,,,,,,,,,FO,,I,,Asteraceae,0,5,,,N,,,
79004,HEUCAME,,Heuchera americana,American Alumroot,9,3,G5,,N1,,S1,U,CZ,U,,,,,,,,,,,FO,,N,,Saxifragaceae,9,3,,,Y,,,
79006,HEUCAMA,,Heuchera americana var. americana,American Alumroot,9,3,G5T5,,N1,,S1,U,CZ,U,,,,,,,,,,,FO,,N,,Saxifragaceae,9,3,,,Y,,,
79008,HEUCRIC,,Heuchera richardsonii,Richardson's Alumroot,,3,G5,,N5,,S4,,,,,,,,,,,,,,FO,,N,,Saxifragaceae,0,3,override,Suppl. CW value matches more closely with values from US Wetland Plant List and Michigan Flora,N,,,
109012,HIBILAE,,Hibiscus laevis,Halberd-leaved Rose-mallow,,-5,G5,,NX,,SX,H,CZ,H,,,,,,,,,,,FO,,N,,Malvaceae,,-5,,,Y,,,
109014,HIBIMOS,,Hibiscus moscheutos,Swamp Rose-mallow,9,-5,G5,SC,N3,SC,S3,R,cz,C,X,R,,R,,R,,R,IR,IR,FO,,N,,Malvaceae,9,-5,,,Y,LV,Mod,
109016,HIBIMOM,,Hibiscus moscheutos ssp. moscheutos,Swamp Rose-mallow,9,-5,G5T5,,N3,,S3,R,cz,C,X,R,,R,,R,,R,IR,IR,FO,,N,,Malvaceae,9,-5,,,Y,,,
109020,HIBITRI,,Hibiscus trionum,Flower-of-an-hour,,5,GNR,,NNA,,SE4,IR,,IU,,IX,,IR,,IR,,,IX,IR,FO,,I,,Malvaceae,0,5,,,N,,,
168510,HIERGRO,,Hieracium gronovii,Queen Devil Hawkweed,9,5,G5,,N2?,,S2?,R,cz,H,,R,R,,,R,,H,,,FO,,N,,Asteraceae,9,5,,,Y,,,Y
1298285,HIERLAE,,Hieracium laevigatum,Smooth Hawkweed,,,G5?,,NNR,,SEH,,,,,,,,,,,,,,FO,,I,,Asteraceae,,,,,N,,,
168530,HIERTRI,,Hieracium laevigatum ssp. tridentatum,Three-toothed Hawkweed,,5,G--TNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Asteraceae,0,5,,All other CW values within this Genus are identical,N,,,
168516,HIERLON,,Hieracium longipilum,Hairy Hawkweed,10,5,G4G5,,NX,,SX,H,CZ,,,H,,,,H,,,,,FO,,N,,Asteraceae,10,5,,,Y,,,Y
168518,HIERMUR,,Hieracium murorum,Wall Hawkweed,,5,GNR,,NNA,,SE1,IR,,,,,,,,,,IH,IR,IX,FO,,I,,Asteraceae,0,5,,,N,,,
168520,HIERPAN,,Hieracium paniculatum,Panicled Hawkweed,10,5,G5,,N3,,S2,R,cz,,,,,H,,R,,R,R,,FO,,N,,Asteraceae,10,5,,,Y,,,
168528,HIERSCA,,Hieracium scabrum,Rough Hawkweed,7,5,G5,,N5,,S4,R,,R,R,R,R,R,,U,,H,,R,FO,Aut,N,,Asteraceae,7,5,,,N,,,Y
168532,HIERUMB,,Hieracium umbellatum,Umbellate Hawkweed,6,5,G5,,N5,,S5,R,,,,,,,,,,R,R,R,FO,,N,,Asteraceae,6,5,,,N,,,
168534,HIERVEN,,Hieracium venosum,Rattlesnake Hawkweed,10,5,G5,,N1N2,,S1,H,cz,H,,H,,H,,H,,H,,H,FO,,N,,Asteraceae,10,5,,,Y,,,Y
168514,HIERVUL,,Hieracium vulgatum,Common Hawkweed,,5,G5,,N4,,SE2?,IR,,,,,IR,,,,IX,IR,IX,IR,FO,,I,,Asteraceae,0,5,,,N,,,
168544,HIERX M,,Hieracium x marianum,(Hieracium gronovii X Hieracium venosum),,5,G5?,,NNA,,SNA,,,,,,,,,,,,,,FO,,N,,Asteraceae,,5,,All other CW values within this Genus are identical,N,,,
120008,HIPPRHA,,Hippophae rhamnoides,Sea Buckthorn,,3,G5,,NNA,,SE1,,,,,,,,,,,,,,SH,,I,,Elaeagnaceae,0,3,,,N,,,
1008468,HIPPLAN,,Hippuris lanceolata,Lance-leaved Mare's-tail,,-5,GNR,,N4N5,,S4?,,,,,,,,,,,,,,FO,,N,,Hippuridaceae,0,-5,,,N,,,
127000,HIPPTET,,Hippuris tetraphylla,Four-leaved Mare's-tail,,-5,G5,,N4N5,,S4,,,,,,,,,,,,,,FO,,N,,Hippuridaceae,0,-5,,,N,,,
127002,HIPPVUL,,Hippuris vulgaris,Common Mare's-tail,10,-5,G5,,N5,,S5,R,,,,,,,,,,R,,H,FO,,N,,Hippuridaceae,10,-5,,,N,,,
22376,HOLCLAN,,Holcus lanatus,Common Velvetgrass,,3,GNR,,NNA,,SE2,IR,,IU,IR,IR,IR,IR,,IU,,IR,IH,IX,GR,,I,,Poaceae,0,3,,,N,,,
61056,HOLOUMB,,Holosteum umbellatum,Jagged Chickweed,,5,GNR,,NNA,,SE3,IR,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IX,IX,FO,,I,,Caryophyllaceae,0,5,,,N,,,
1007440,HOLOUMU,,Holosteum umbellatum ssp. umbellatum,Jagged Chickweed,,5,GNRTNR,,NNA,,SE3,IR,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IX,IX,FO,,I,,Caryophyllaceae,0,5,,,N,,,
9318,HOMAPYC,,Homalosorus pycnocarpos,Narrow-leaved Glade Fern,10,0,G5,,N4,,S4,R,,H,R,R,R,U,X,R,R,R,,H,FE,,N,,Dryopteridaceae,10,0,,,N,,,
61060,HONCPEP,,Honckenya peploides,Seabeach Sandwort,,3,G5,,N5,,S4,,,,,,,,,,,,,,FO,,N,,Caryophyllaceae,0,3,,,N,,,
1005008,HONCPED,,Honckenya peploides ssp. diffusa,Northern Seabeach Sandwort,,3,G5T5,,N4N5,,S4,,,,,,,,,,,,,,FO,,N,,Caryophyllaceae,0,3,,,N,,,
22378,HORDJUB,,Hordeum jubatum,Foxtail Barley,0,0,G5,,N5,,S5?,,,,,,,,,,,,,,GR,Sum,N,,Poaceae,0,0,,,N,,,
22380,HORDJUJ,,Hordeum jubatum ssp. jubatum,Foxtail Barley,0,0,G5T5,,N5,,S5?,IU,,IU,IX,IX,IX,IU,IX,IC,IX,IX,IX,IU,GR,Sum,N,,Poaceae,0,0,,,N,,,
22762,HORDJUX,,Hordeum jubatum ssp. x intermedium,(Hordeum brachyantherum X Hordeum jubatum),,0,G5T5,,N5,,SNA,,,,,,,,,,,,,,GR,,I,,Poaceae,0,0,,,N,,,
22759,HORDMAR,,Hordeum marinum,Sea Barley,,3,GNR,,NNA,,SEH,IH,,,,,,,,,,,,IH,GR,,I,,Poaceae,0,3,,,N,,,
22760,HORDMAG,,Hordeum marinum ssp. gussoneanum,Mediterranean Barley,,3,GNRTNR,,NNA,,SEH,IH,,,,,,,,,,,,IH,GR,,I,,Poaceae,0,3,,,N,,,
22382,HORDPUS,,Hordeum pusillum,Little Barley,,0,G5,,NH,,SEH,IH,,IH,,,,,,,,,,,GR,,I,,Poaceae,0,0,,,N,,,
22384,HORDVUL,,Hordeum vulgare,Common Barley,,5,GNR,,NNA,,SE2,IR,,,,IR,,,IX,,,,,IR,GR,,I,,Poaceae,0,5,,,N,,,
1010958,HORDVUV,,Hordeum vulgare ssp. vulgare,Common Barley,,5,GNRTNR,,NNA,,SE2,IR,,,,IR,,,IX,,,,,IR,GR,,I,,Poaceae,0,5,,,N,,,
161046,HOUSCAE,,Houstonia caerulea,Azure Bluets,4,3,G5,,N5,,SH,,,,,,,,,,,,,,FO,,N,,Rubiaceae,4,3,,,Y,,,
161048,HOUSCAN,,Houstonia canadensis,Canada Bluets,10,3,G4G5,,NNR,,S4?,R,,,,,,R,,R,,R,,,FO,,N,,Rubiaceae,10,3,,,N,,,
161050,HOUSLON,,Houstonia longifolia,Long-leaved Bluets,6,5,G5,,N5,,S4,R,,R,,R,,R,H,C,R,?,H,,FO,,N,,Rubiaceae,6,5,,,N,,,Y
114004,HUDSTOM,,Hudsonia tomentosa,Woolly Beach-heather,10,5,G5,,NNR,,S3,H,,,,,,,,,,H,,,SH,Spr-Sum,N,,Cistaceae,10,5,,,Y,LV,Low,
49002,HUMUJAP,,Humulus japonicus,Japanese Hop,,3,GNR,,NNA,,SE3,IR,,IR,,,IR,IR,,IR,IX,,IX,IR,VI,,I,,Cannabaceae,0,3,,,N,,,
49004,HUMULUP,,Humulus lupulus,Common Hop,3,3,G5,,N5,,SU,R,,IR,R,H,IR,IR,,IR,IX,IR,IX,IR,VI,,N,,Cannabaceae,3,3,,,N,,,
49008,HUMULUL,,Humulus lupulus var. lupuloides,American Hop,3,3,G5T5,,N5,,SU,R,,,R,H,,,,,,,,,VI,,N,,Cannabaceae,3,3,,,N,,,
49006,HUMULUU,,Humulus lupulus var. lupulus,Common Hop,,3,G5TNR,,NNA,,SE3?,IR,,IR,,,IR,IR,,IR,IX,IR,IX,IR,VI,,I,,Cannabaceae,0,3,,,N,,,
2044,HUPEAPP,,Huperzia appressa,Mountain Firmoss,10,3,G5,,N5?,,S2?,,,,,,,,,,,,,,FE,,N,,Lycopodiaceae,10,3,,,Y,,,
1011095,HUPEARC,,Huperzia arctica,Arctic Firmoss,10,0,GNR,,N3,,SH,,,,,,,,,,,,,,FE,,N,,Lycopodiaceae,10,0,,,Y,,,
1257038,HUPECON,,Huperzia continentalis,Continental Firmoss,10,-3,GNR,,NNR,,S1,,,,,,,,,,,,,,FE,,N,,Lycopodiaceae,10,-3,,,Y,,,
2016,HUPELUC,,Huperzia lucidula,Shining Firmoss,5,0,G5,,N5,,S5,U,,R,X,X,X,X,X,C,X,R,C,R,FE,,N,,Lycopodiaceae,5,0,,,N,,,
201120,HUPEPOR,,Huperzia porophila,Rock Firmoss,10,3,G4,,N1,,S1,,,,,,,,,,,,,,FE,,N,,Lycopodiaceae,10,3,,,Y,,,
2024,HUPESEL,,Huperzia selago,Northern Firmoss,10,3,G5,,NNR,,S4,,,,,,,,,,,,,,FE,,N,,Lycopodiaceae,10,3,,,N,,,
2048,HUPEX B,,Huperzia x buttersii,(Huperzia lucidula X Huperzia selago),,,GNA,,NNA,,SNA,,,,,,,,,,,,,,FE,,N,,Lycopodiaceae,0,,,,N,,,
1007344,HUPEX J,,Huperzia x josephbeitelii,(Huperzia appressa X Huperzia selago),,,GNA,,NNA,,SNA,,,,,,,,,,,,,,FE,,N,,Lycopodiaceae,0,,,,N,,,
1007441,HUPEX P,,Huperzia x protoporophila,(Huperzia appressa X Huperzia lucidula),,,GNA,,NNA,,SNA,,,,,,,,,,,,,,FE,,N,,Lycopodiaceae,0,,,,N,,,
32126,HYACHIS,,Hyacinthoides hispanica,Spanish Bluebell,,,GNR,,NNA,,SE1,IR,,,,,,,,,,,,IR,FO,,I,,Liliaceae,0,,,,N,,,
115000,HYBACON,,Hybanthus concolor,Eastern Green-violet,9,3,G5,,N2,,S2,R,cz,,,R,R,?,,R,R,R,U,R,FO,Spr-Sum,N,,Violaceae,9,3,,,Y,,,
79302,HYDRPAN,,Hydrangea paniculata,Panicled Hydrangea,,0,GNR,,NNA,,SE1,IR,,,,,IR,,,,,,,,FO,,I,,Hydrangeaceae,0,0,,,N,,,
64058,HYDRCAN,,Hydrastis canadensis,Goldenseal,10,3,G3G4,SC,N2,THR,S2,R,cz,R,R,R,R,,,,R,H,,,FO,Spr,N,,Ranunculaceae,10,3,,,Y,MV,High,
129054,HYDRAME,,Hydrocotyle americana,American Water Pennywort,7,-5,G5,,N5,,S4S5,U,,,,,X,X,X,C,R,R,C,R,FO,,N,,Apiaceae,7,-5,,,N,,,
148002,HYDRAPP,,Hydrophyllum appendiculatum,Appendage Waterleaf,9,3,G5,,N2,,S2,R,CZ,R,R,?,R,R,R,,,,,,FO,,N,,Hydrophyllaceae,9,3,,,Y,,,
148004,HYDRCAA,,Hydrophyllum canadense,Bluntleaf Waterleaf,8,0,G5,,N4,,S4,U,,,R,R,X,X,X,U,R,U,C,R,FO,Spr,N,,Hydrophyllaceae,8,0,,,N,,,
148006,HYDRVIR,,Hydrophyllum virginianum,Virginia Waterleaf,6,0,G5,,N5,,S5,C,,C,X,C,C,C,X,C,C,C,C,C,FO,Spr,N,,Hydrophyllaceae,6,0,,,N,,,
1010532,HYDRVIV,,Hydrophyllum virginianum var. virginianum,Virginia Waterleaf,6,0,G5T5,,N5,,S5,C,,C,X,C,C,C,X,C,C,C,C,C,FO,Spr,N,,Hydrophyllaceae,6,0,,,N,,,
83076,HYLOGLU,,Hylodesmum glutinosum,Large Tick-trefoil,6,5,G5,,N4N5,,S4,U,,U,R,X,X,X,X,C,C,U,C,U,FO,,N,,Fabaceae,6,5,,,N,,,
83082,HYLONUD,,Hylodesmum nudiflorum,Bare-stemmed Tick-trefoil,7,5,G5,,N4,,S4,R,cz,R,R,R,R,R,,U,U,R,R,R,FO,,N,,Fabaceae,7,5,,,N,,,
1004566,HYOSALB,,Hyoscyamus albus,White Henbane,,,GNR,,NNA,,SE1,IR,,,,,,,,,,,IR,,FO,,I,,Solanaceae,0,,,,N,,,
152004,HYOSNIG,,Hyoscyamus niger,Black Henbane,,5,GNR,,NNA,,SE1,IR,,IH,IR,IH,,,,,,IH,,IR,FO,,I,,Solanaceae,0,5,,,N,,,
111000,HYPEASC,,Hypericum ascyron,Great St. John's-wort,6,0,G4,,N3,,S3,R,,,R,R,R,R,X,R,R,,R,R,FO,,N,,Clusiaceae,6,0,,,Y,,,
1010632,HYPEASP,,Hypericum ascyron ssp. pyramidatum,American Great St. John's-wort,6,0,G4T4,,N3?,,S3?,R,,,R,R,R,R,X,R,R,,R,R,FO,,N,,Clusiaceae,6,0,,,Y,,,
111002,HYPEBOR,,Hypericum boreale,Northern St. John's-wort,7,-5,G5,,N5,,S4?,R,,R,R,,R,,,,,,,,FO,,N,,Clusiaceae,7,-5,,,N,,,
111004,HYPECAN,,Hypericum canadense,Canada St. John's-Wort,8,-3,G5,,N5,,S4?,R,,?,,R,R,R,X,R,,H,,,FO,,N,,Clusiaceae,8,-3,,,N,,,
111010,HYPEELL,,Hypericum ellipticum,Pale St. John's-wort,9,-5,G5,,N5,,S5,H,,,,,,?,,,,H,,,FO,,N,,Clusiaceae,9,-5,,,N,,,
111012,HYPEGEN,,Hypericum gentianoides,Gentian-leaved St. John's-wort,10,3,G5,,N1,,S1,R,CZ,R,,,,,,,,,,,FO,Sum,N,,Clusiaceae,10,3,,,Y,,,Y
1008147,HYPEHIR,,Hypericum hirsutum,Hairy St. John's-wort,,,GNR,,NNA,,SE1,IR,,,,,,,,,,,,IR,FO,,I,,Clusiaceae,0,,,,N,,,
111014,HYPEKAL,,Hypericum kalmianum,Kalm's St. John's-wort,9,-3,G4,,N4,,S4,R,,H,R,X,,,,U,,H,,,SH,,N,,Clusiaceae,9,-3,,,N,,,
111016,HYPEMAJ,,Hypericum majus,Large St. John's-wort,5,-3,G5,,N5,,S5,R,,R,R,R,R,X,X,U,R,R,R,R,FO,,N,,Clusiaceae,5,-3,,,N,,,
111030,HYPEMUT,,Hypericum mutilum,Dwarf St. John's-wort,6,-3,G5,,N5,,S4,U,,R,,R,,R,,U,,U,R,,FO,,N,,Clusiaceae,6,-3,,,N,,,
1010952,HYPEMUM,,Hypericum mutilum ssp. mutilum,Dwarf St. John's-wort,6,-3,G5T5,,N5,,S4?,U,,R,,R,,R,,U,,U,R,,FO,,N,,Clusiaceae,6,-3,,,N,,,
1010635,HYPEPEP,,Hypericum perforatum ssp. perforatum,Common St. John's-wort,,5,G--TNR,,NNA,,SE5,IC,,IC,IX,IX,IC,IC,IX,IC,IX,IC,IC,IC,FO,,I,,Clusiaceae,0,5,,,N,,,Y
111020,HYPEPRO,,Hypericum prolificum,Shrubby St. John's-wort,6,3,G5,,N2,,S2,R,cz,R,R,H,R,,,,,,,R,SH,,N,,Clusiaceae,6,3,,,Y,LV,Low,Y
111022,HYPEPUN,,Hypericum punctatum,Spotted St. John's-wort,5,0,G5,,N5,,S5,C,,C,X,R,X,U,X,C,U,C,C,R,FO,Sum,N,,Clusiaceae,5,0,,,N,,,
111024,HYPESPH,,Hypericum sphaerocarpum,Round-fruited St. John's-wort,6,3,G5,,N1,,S1,R,CZ,IR,,,R,,,,,,,,FO,,N,,Clusiaceae,6,3,,,Y,,,
1011072,HYPETET,,Hypericum tetrapterum,Four-winged St. John's-wort,,-3,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Clusiaceae,0,-3,,,N,,,
111008,HYPEX D,,Hypericum x dissimulatum,(Hypericum canadense X Hypericum mutilum),,-3,GNA,,NNA,,SNA,,,,,,,,,,,,,,FO,,N,,Clusiaceae,0,-3,,,N,,,
168548,HYPOGLA,,Hypochaeris glabra,Smooth Cat's-ear,,,GNR,,NNA,,SEH,,,,,,,,,,,,,,FO,,I,,Asteraceae,0,,,,N,,,
168550,HYPORAD,,Hypochaeris radicata,Hairy Cat's-ear,,3,GNR,,NNA,,SE3?,IR,,,,,,,,IR,,,,IR,FO,,I,,Asteraceae,0,3,,,N,,,
132000,HYPOMON,,Hypopitys monotropa,Pinesap,6,5,G5,,N5,,S4,U,,R,R,R,R,R,,U,R,R,C,R,FO,Sum,N,,Monotropaceae,6,5,,,N,,,
32050,HYPOHIR,,Hypoxis hirsuta,Eastern Yellow Stargrass,10,0,G5,,N3N4,,S2S3,R,cz,R,R,R,R,,,R,R,H,H,H,FO,Spr,N,,Liliaceae,10,0,,,Y,,,Y
151046,HYSSOFF,,Hyssopus officinalis,Hyssop,,5,GNR,,NNA,,SE2,IR,,,,,IH,,,,IX,IH,,IR,FO,,I,,Lamiaceae,0,5,,,N,,,
73192,IBERUMB,,Iberis umbellata,Globe Candytuft,,5,GNR,,NNA,,SE1,IR,,,,,,,,IR,,,,IR,FO,,I,,Brassicaceae,0,5,,,N,,,
99004,ILEXMUC,,Ilex mucronata,Mountain Holly,7,-5,G5,,N5,,S5,R,,,,H,X,R,X,R,R,R,R,?,SH,Spr,N,,Aquifoliaceae,7,-5,,,N,,,
99002,ILEXVER,,Ilex verticillata,Common Winterberry,5,-3,G5,,N5,,S5,C,,C,X,X,X,X,X,C,C,C,C,R,SH,Sum,N,,Aquifoliaceae,5,-3,,,N,,,
105000,IMPACAP,,Impatiens capensis,Spotted Jewelweed,4,-3,G5,,N5,,S5,C,,C,X,X,C,C,X,C,C,C,C,C,FO,Sum,N,,Balsaminaceae,4,-3,,,N,,,
105004,IMPAPAL,,Impatiens pallida,Pale Jewelweed,7,-3,G5,,N4,,S4,C,,R,X,R,X,X,X,C,U,U,C,U,FO,Sum-Aut,N,,Balsaminaceae,7,-3,,,N,,,
1264526,IMPAPAR,,Impatiens parviflora,Small-flowered Jewelweed,,,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Balsaminaceae,0,,,,N,,,
1005060,IMPEOST,,Imperatoria ostruthium,Masterwort,,,GNR,,NNA,,SE1,IR,,,,,,,,,,,,IR,FO,,I,,Apiaceae,0,,,,N,,,
168880,INULBRI,,Inula britannica,Brittish Yellowhead,,,GNR,,NNA,,SE1,IR,,,,,,,,,,,,IR,FO,,I,,Asteraceae,0,,,,N,,,
168552,INULHEL,,Inula helenium,Elecampane,,3,GNR,,NNA,,SE5,IU,,IR,IX,IX,IX,IX,IX,IU,IX,IC,IX,IC,FO,Sum,I,,Asteraceae,0,3,,,N,,,
146016,IPOMHED,,Ipomoea hederacea,Ivy-leaved Morning Glory,,0,G5,,NNA,,SE1,IR,,IH,,,,,IR,,,IH,IR,IR,VI,,I,,Convolvulaceae,0,0,,,N,,,
146018,IPOMLAC,,Ipomoea lacunosa,White Morning Glory,,-3,G5?,,NNA,,SEH,,,,,,,,,,,,,,VI,,I,,Convolvulaceae,0,-3,,,N,,,
146020,IPOMPAN,,Ipomoea pandurata,Big-root Morning Glory,9,3,G5,,N1,,S1,R,CZ,R,,,,,,,,H,,,VI,,N,,Convolvulaceae,9,3,,,Y,,,
146022,IPOMPUR,,Ipomoea purpurea,Common Morning Glory,,3,GNR,,NNA,,SE2,IR,,IR,,IX,IR,IR,,,,IH,IR,IR,VI,,I,,Convolvulaceae,0,3,,,N,,,
146024,IPOMQUA,,Ipomoea quamoclit,Cypress Vine Morning Glory,,3,GNR,,NNA,,SEH,,,,,,,,,,,,,,VI,,I,,Convolvulaceae,0,3,,,N,,,
147016,IPOMRUB,,Ipomopsis rubra,Red Skyrocket,,5,G4G5,,NNA,,SEH,,,,,,,,,,,,,,FO,,I,,Polemoniaceae,0,5,,,N,,,
36000,IRISBRE,,Iris brevicaulis,Short-stemmed Iris,9,-5,G4,,N1,,S1,R,CZ,R,,,,,,,,,,,FO,,N,,Iridaceae,9,-5,,,Y,MV,VH,
36030,IRISENS,,Iris ensata,Japanese Iris,,,GNR,,NNA,,SEH,,,,,,,,,,,,,,FO,,I,,Iridaceae,0,,,,N,,,
36004,IRISLAC,,Iris lacustris,Dwarf Lake Iris,10,0,G3,SC,N3,SC,S3,H,,H,,,,,,,,,,,FO,Spr,N,,Iridaceae,10,0,,,Y,MV,VH,
36006,IRISPAL,,Iris pallida,Sweet Iris,,,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Iridaceae,0,,,,N,,,
